GeoFips,GeoName,Year,BEA Population
12000,Florida,1950,2810000
13000,Georgia,1950,3458000
15000,Hawaii ,1950,499000
16000,Idaho,1950,590000
17000,Illinois,1950,8738000
18000,Indiana,1950,3967000
19000,Iowa,1950,2625000
20000,Kansas,1950,1916000
21000,Kentucky,1950,2936000
22000,Louisiana,1950,2697000
23000,Maine,1950,917000
24000,Maryland,1950,2355000
25000,Massachusetts,1950,4686000
26000,Michigan,1950,6407000
27000,Minnesota,1950,2997000
28000,Mississippi,1950,2176000
29000,Missouri,1950,3964000
30000,Montana,1950,593000
31000,Nebraska,1950,1327000
32000,Nevada,1950,162000
33000,New Hampshire,1950,532000
34000,New Jersey,1950,4872000
35000,New Mexico,1950,689000
36000,New York,1950,14865000
37000,North Carolina,1950,4068000
38000,North Dakota,1950,619000
39000,Ohio,1950,7980000
40000,Oklahoma,1950,2229000
41000,Oregon,1950,1532000
42000,Pennsylvania,1950,10507000
44000,Rhode Island,1950,786000
45000,South Carolina,1950,2113000
46000,South Dakota,1950,655000
47000,Tennessee,1950,3315000
48000,Texas,1950,7776000
49000,Utah,1950,696000
50000,Vermont,1950,379000
51000,Virginia,1950,3315000
53000,Washington,1950,2387000
54000,West Virginia,1950,2006000
55000,Wisconsin,1950,3438000
56000,Wyoming,1950,290000
91000,New England,1950,9316000
92000,Mideast,1950,33726000
93000,Great Lakes,1950,30530000
94000,Plains,1950,14103000
95000,Southeast,1950,33860000
96000,Southwest,1950,11450000
97000,Rocky Mountain,1950,3494000
98000,Far West,1950,15392000
Legend / Footnotes:,,1950,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1950,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1950,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1950,
,,1950,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1950,
0,United States,1951,153970000
1000,Alabama,1951,3059000
2000,Alaska ,1951,158000
4000,Arizona,1951,785000
5000,Arkansas,1951,1901000
6000,California,1951,11134000
8000,Colorado,1951,1326000
9000,Connecticut,1951,2028000
10000,Delaware,1951,331000
11000,District of Columbia,1951,808000
12000,Florida,1951,2980000
13000,Georgia,1951,3531000
15000,Hawaii ,1951,502000
16000,Idaho,1951,589000
17000,Illinois,1951,8790000
18000,Indiana,1951,4096000
19000,Iowa,1951,2617000
20000,Kansas,1951,1950000
21000,Kentucky,1951,2941000
22000,Louisiana,1951,2769000
23000,Maine,1951,916000
24000,Maryland,1951,2441000
25000,Massachusetts,1951,4654000
26000,Michigan,1951,6497000
27000,Minnesota,1951,3010000
28000,Mississippi,1951,2163000
29000,Missouri,1951,4015000
30000,Montana,1951,596000
31000,Nebraska,1951,1316000
32000,Nevada,1951,168000
33000,New Hampshire,1951,529000
34000,New Jersey,1951,5006000
35000,New Mexico,1951,717000
36000,New York,1951,14890000
37000,North Carolina,1951,4120000
38000,North Dakota,1951,604000
39000,Ohio,1951,8061000
40000,Oklahoma,1951,2210000
41000,Oregon,1951,1556000
42000,Pennsylvania,1951,10461000
44000,Rhode Island,1951,784000
45000,South Carolina,1951,2167000
46000,South Dakota,1951,655000
47000,Tennessee,1951,3372000
48000,Texas,1951,8111000
49000,Utah,1951,706000
50000,Vermont,1951,378000
51000,Virginia,1951,3434000
53000,Washington,1951,2424000
54000,West Virginia,1951,1984000
55000,Wisconsin,1951,3439000
56000,Wyoming,1951,291000
91000,New England,1951,9289000
92000,Mideast,1951,33937000
93000,Great Lakes,1951,30883000
94000,Plains,1951,14167000
95000,Southeast,1951,34421000
96000,Southwest,1951,11823000
97000,Rocky Mountain,1951,3508000
98000,Far West,1951,15942000
Legend / Footnotes:,,1951,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1951,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1951,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1951,
,,1951,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1951,
0,United States,1952,156369000
1000,Alabama,1952,3068000
2000,Alaska ,1952,189000
4000,Arizona,1952,842000
5000,Arkansas,1952,1838000
6000,California,1952,11635000
8000,Colorado,1952,1365000
9000,Connecticut,1952,2081000
10000,Delaware,1952,341000
11000,District of Columbia,1952,805000
12000,Florida,1952,3157000
13000,Georgia,1952,3584000
15000,Hawaii ,1952,495000
16000,Idaho,1952,587000
17000,Illinois,1952,8956000
18000,Indiana,1952,4148000
19000,Iowa,1952,2626000
20000,Kansas,1952,1977000
21000,Kentucky,1952,2920000
22000,Louisiana,1952,2842000
23000,Maine,1952,915000
24000,Maryland,1952,2500000
25000,Massachusetts,1952,4650000
26000,Michigan,1952,6650000
27000,Minnesota,1952,3030000
28000,Mississippi,1952,2152000
29000,Missouri,1952,3972000
30000,Montana,1952,602000
31000,Nebraska,1952,1311000
32000,Nevada,1952,181000
33000,New Hampshire,1952,535000
34000,New Jersey,1952,5125000
35000,New Mexico,1952,735000
36000,New York,1952,15192000
37000,North Carolina,1952,4109000
38000,North Dakota,1952,608000
39000,Ohio,1952,8275000
40000,Oklahoma,1952,2219000
41000,Oregon,1952,1582000
42000,Pennsylvania,1952,10503000
44000,Rhode Island,1952,802000
45000,South Carolina,1952,2178000
46000,South Dakota,1952,651000
47000,Tennessee,1952,3352000
48000,Texas,1952,8314000
49000,Utah,1952,724000
50000,Vermont,1952,375000
51000,Virginia,1952,3504000
53000,Washington,1952,2448000
54000,West Virginia,1952,1957000
55000,Wisconsin,1952,3469000
56000,Wyoming,1952,293000
91000,New England,1952,9358000
92000,Mideast,1952,34466000
93000,Great Lakes,1952,31498000
94000,Plains,1952,14175000
95000,Southeast,1952,34661000
96000,Southwest,1952,12110000
97000,Rocky Mountain,1952,3571000
98000,Far West,1952,16530000
Legend / Footnotes:,,1952,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1952,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1952,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1952,
,,1952,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1952,
0,United States,1953,158946000
1000,Alabama,1953,3053000
2000,Alaska ,1953,205000
4000,Arizona,1953,894000
5000,Arkansas,1953,1780000
6000,California,1953,12251000
8000,Colorado,1953,1431000
9000,Connecticut,1953,2168000
10000,Delaware,1953,351000
11000,District of Columbia,1953,810000
12000,Florida,1953,3310000
13000,Georgia,1953,3558000
15000,Hawaii ,1953,499000
16000,Idaho,1953,596000
17000,Illinois,1953,9065000
18000,Indiana,1953,4182000
19000,Iowa,1953,2629000
20000,Kansas,1953,1994000
21000,Kentucky,1953,2903000
22000,Louisiana,1953,2866000
23000,Maine,1953,913000
24000,Maryland,1953,2567000
25000,Massachusetts,1953,4806000
26000,Michigan,1953,6822000
27000,Minnesota,1953,3050000
28000,Mississippi,1953,2105000
29000,Missouri,1953,4020000
30000,Montana,1953,616000
31000,Nebraska,1953,1318000
32000,Nevada,1953,195000
33000,New Hampshire,1953,547000
34000,New Jersey,1953,5229000
35000,New Mexico,1953,756000
36000,New York,1953,15527000
37000,North Carolina,1953,4120000
38000,North Dakota,1953,609000
39000,Ohio,1953,8591000
40000,Oklahoma,1953,2182000
41000,Oregon,1953,1601000
42000,Pennsylvania,1953,10662000
44000,Rhode Island,1953,815000
45000,South Carolina,1953,2181000
46000,South Dakota,1953,648000
47000,Tennessee,1953,3319000
48000,Texas,1953,8336000
49000,Utah,1953,739000
50000,Vermont,1953,379000
51000,Virginia,1953,3557000
53000,Washington,1953,2466000
54000,West Virginia,1953,1929000
55000,Wisconsin,1953,3506000
56000,Wyoming,1953,290000
91000,New England,1953,9628000
92000,Mideast,1953,35146000
93000,Great Lakes,1953,32166000
94000,Plains,1953,14268000
95000,Southeast,1953,34681000
96000,Southwest,1953,12168000
97000,Rocky Mountain,1953,3672000
98000,Far West,1953,17217000
Legend / Footnotes:,,1953,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1953,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1953,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1953,
,,1953,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1953,
0,United States,1954,161881000
1000,Alabama,1954,3014000
2000,Alaska ,1954,215000
4000,Arizona,1954,933000
5000,Arkansas,1954,1734000
6000,California,1954,12746000
8000,Colorado,1954,1493000
9000,Connecticut,1954,2249000
10000,Delaware,1954,368000
11000,District of Columbia,1954,791000
12000,Florida,1954,3505000
13000,Georgia,1954,3602000
15000,Hawaii ,1954,504000
16000,Idaho,1954,600000
17000,Illinois,1954,9252000
18000,Indiana,1954,4264000
19000,Iowa,1954,2626000
20000,Kansas,1954,2042000
21000,Kentucky,1954,2902000
22000,Louisiana,1954,2883000
23000,Maine,1954,927000
24000,Maryland,1954,2685000
25000,Massachusetts,1954,4910000
26000,Michigan,1954,7066000
27000,Minnesota,1954,3113000
28000,Mississippi,1954,2064000
29000,Missouri,1954,4066000
30000,Montana,1954,624000
31000,Nebraska,1954,1340000
32000,Nevada,1954,213000
33000,New Hampshire,1954,554000
34000,New Jersey,1954,5360000
35000,New Mexico,1954,763000
36000,New York,1954,15814000
37000,North Carolina,1954,4131000
38000,North Dakota,1954,611000
39000,Ohio,1954,8873000
40000,Oklahoma,1954,2209000
41000,Oregon,1954,1626000
42000,Pennsylvania,1954,10817000
44000,Rhode Island,1954,816000
45000,South Carolina,1954,2176000
46000,South Dakota,1954,655000
47000,Tennessee,1954,3359000
48000,Texas,1954,8382000
49000,Utah,1954,750000
50000,Vermont,1954,377000
51000,Virginia,1954,3555000
53000,Washington,1954,2516000
54000,West Virginia,1954,1905000
55000,Wisconsin,1954,3608000
56000,Wyoming,1954,293000
91000,New England,1954,9833000
92000,Mideast,1954,35835000
93000,Great Lakes,1954,33063000
94000,Plains,1954,14453000
95000,Southeast,1954,34830000
96000,Southwest,1954,12287000
97000,Rocky Mountain,1954,3760000
98000,Far West,1954,17820000
Legend / Footnotes:,,1954,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1954,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1954,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1954,
,,1954,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1954,
0,United States,1955,165058000
1000,Alabama,1955,3050000
2000,Alaska ,1955,222000
4000,Arizona,1955,987000
5000,Arkansas,1955,1725000
6000,California,1955,13133000
8000,Colorado,1955,1546000
9000,Connecticut,1955,2300000
10000,Delaware,1955,389000
11000,District of Columbia,1955,785000
12000,Florida,1955,3747000
13000,Georgia,1955,3636000
15000,Hawaii ,1955,529000
16000,Idaho,1955,618000
17000,Illinois,1955,9435000
18000,Indiana,1955,4363000
19000,Iowa,1955,2679000
20000,Kansas,1955,2093000
21000,Kentucky,1955,2910000
22000,Louisiana,1955,2946000
23000,Maine,1955,934000
24000,Maryland,1955,2742000
25000,Massachusetts,1955,4882000
26000,Michigan,1955,7285000
27000,Minnesota,1955,3172000
28000,Mississippi,1955,2060000
29000,Missouri,1955,4134000
30000,Montana,1955,636000
31000,Nebraska,1955,1374000
32000,Nevada,1955,237000
33000,New Hampshire,1955,557000
34000,New Jersey,1955,5502000
35000,New Mexico,1955,785000
36000,New York,1955,15966000
37000,North Carolina,1955,4242000
38000,North Dakota,1955,615000
39000,Ohio,1955,9017000
40000,Oklahoma,1955,2250000
41000,Oregon,1955,1659000
42000,Pennsylvania,1955,10939000
44000,Rhode Island,1955,823000
45000,South Carolina,1955,2200000
46000,South Dakota,1955,663000
47000,Tennessee,1955,3415000
48000,Texas,1955,8660000
49000,Utah,1955,783000
50000,Vermont,1955,375000
51000,Virginia,1955,3588000
53000,Washington,1955,2604000
54000,West Virginia,1955,1880000
55000,Wisconsin,1955,3679000
56000,Wyoming,1955,307000
91000,New England,1955,9871000
92000,Mideast,1955,36323000
93000,Great Lakes,1955,33779000
94000,Plains,1955,14730000
95000,Southeast,1955,35399000
96000,Southwest,1955,12682000
97000,Rocky Mountain,1955,3890000
98000,Far West,1955,18384000
Legend / Footnotes:,,1955,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1955,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1955,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1955,
,,1955,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1955,
0,United States,1956,168078000
1000,Alabama,1956,3071000
2000,Alaska ,1956,224000
4000,Arizona,1956,1053000
5000,Arkansas,1956,1704000
6000,California,1956,13713000
8000,Colorado,1956,1625000
9000,Connecticut,1956,2316000
10000,Delaware,1956,408000
11000,District of Columbia,1956,759000
12000,Florida,1956,4047000
13000,Georgia,1956,3701000
15000,Hawaii ,1956,548000
16000,Idaho,1956,628000
17000,Illinois,1956,9530000
18000,Indiana,1956,4458000
19000,Iowa,1956,2703000
20000,Kansas,1956,2119000
21000,Kentucky,1956,2898000
22000,Louisiana,1956,3032000
23000,Maine,1956,938000
24000,Maryland,1956,2811000
25000,Massachusetts,1956,4891000
26000,Michigan,1956,7467000
27000,Minnesota,1956,3240000
28000,Mississippi,1956,2086000
29000,Missouri,1956,4163000
30000,Montana,1956,656000
31000,Nebraska,1956,1397000
32000,Nevada,1956,250000
33000,New Hampshire,1956,566000
34000,New Jersey,1956,5615000
35000,New Mexico,1956,806000
36000,New York,1956,16112000
37000,North Carolina,1956,4309000
38000,North Dakota,1956,613000
39000,Ohio,1956,9207000
40000,Oklahoma,1956,2273000
41000,Oregon,1956,1698000
42000,Pennsylvania,1956,10972000
44000,Rhode Island,1956,840000
45000,South Carolina,1956,2229000
46000,South Dakota,1956,670000
47000,Tennessee,1956,3415000
48000,Texas,1956,8830000
49000,Utah,1956,809000
50000,Vermont,1956,377000
51000,Virginia,1956,3722000
53000,Washington,1956,2668000
54000,West Virginia,1956,1857000
55000,Wisconsin,1956,3742000
56000,Wyoming,1956,312000
91000,New England,1956,9928000
92000,Mideast,1956,36677000
93000,Great Lakes,1956,34404000
94000,Plains,1956,14905000
95000,Southeast,1956,36071000
96000,Southwest,1956,12962000
97000,Rocky Mountain,1956,4030000
98000,Far West,1956,19101000
Legend / Footnotes:,,1956,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1956,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1956,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1956,
,,1956,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1956,
0,United States,1957,171178000
1000,Alabama,1957,3109000
2000,Alaska ,1957,231000
4000,Arizona,1957,1125000
5000,Arkansas,1957,1733000
6000,California,1957,14264000
8000,Colorado,1957,1664000
9000,Connecticut,1957,2359000
10000,Delaware,1957,426000
11000,District of Columbia,1957,763000
12000,Florida,1957,4372000
13000,Georgia,1957,3766000
15000,Hawaii ,1957,573000
16000,Idaho,1957,642000
17000,Illinois,1957,9668000
18000,Indiana,1957,4529000
19000,Iowa,1957,2716000
20000,Kansas,1957,2128000
21000,Kentucky,1957,2928000
22000,Louisiana,1957,3115000
23000,Maine,1957,943000
24000,Maryland,1957,2873000
25000,Massachusetts,1957,4929000
26000,Michigan,1957,7569000
27000,Minnesota,1957,3274000
28000,Mississippi,1957,2088000
29000,Missouri,1957,4189000
30000,Montana,1957,667000
31000,Nebraska,1957,1394000
32000,Nevada,1957,260000
33000,New Hampshire,1957,572000
34000,New Jersey,1957,5737000
35000,New Mexico,1957,847000
36000,New York,1957,16374000
37000,North Carolina,1957,4368000
38000,North Dakota,1957,612000
39000,Ohio,1957,9410000
40000,Oklahoma,1957,2282000
41000,Oregon,1957,1712000
42000,Pennsylvania,1957,10954000
44000,Rhode Island,1957,851000
45000,South Carolina,1957,2274000
46000,South Dakota,1957,666000
47000,Tennessee,1957,3434000
48000,Texas,1957,9070000
49000,Utah,1957,826000
50000,Vermont,1957,376000
51000,Virginia,1957,3844000
53000,Washington,1957,2724000
54000,West Virginia,1957,1843000
55000,Wisconsin,1957,3791000
56000,Wyoming,1957,314000
91000,New England,1957,10030000
92000,Mideast,1957,37127000
93000,Great Lakes,1957,34967000
94000,Plains,1957,14979000
95000,Southeast,1957,36874000
96000,Southwest,1957,13324000
97000,Rocky Mountain,1957,4113000
98000,Far West,1957,19764000
Legend / Footnotes:,,1957,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1957,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1957,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1957,
,,1957,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1957,
0,United States,1958,174153000
1000,Alabama,1958,3163000
2000,Alaska ,1958,224000
4000,Arizona,1958,1193000
5000,Arkansas,1958,1726000
6000,California,1958,14880000
8000,Colorado,1958,1667000
9000,Connecticut,1958,2446000
10000,Delaware,1958,433000
11000,District of Columbia,1958,757000
12000,Florida,1958,4630000
13000,Georgia,1958,3804000
15000,Hawaii ,1958,605000
16000,Idaho,1958,646000
17000,Illinois,1958,9886000
18000,Indiana,1958,4583000
19000,Iowa,1958,2708000
20000,Kansas,1958,2142000
21000,Kentucky,1958,2961000
22000,Louisiana,1958,3155000
23000,Maine,1958,944000
24000,Maryland,1958,2982000
25000,Massachusetts,1958,5010000
26000,Michigan,1958,7667000
27000,Minnesota,1958,3313000
28000,Mississippi,1958,2086000
29000,Missouri,1958,4186000
30000,Montana,1958,666000
31000,Nebraska,1958,1383000
32000,Nevada,1958,269000
33000,New Hampshire,1958,581000
34000,New Jersey,1958,5890000
35000,New Mexico,1958,886000
36000,New York,1958,16601000
37000,North Carolina,1958,4376000
38000,North Dakota,1958,606000
39000,Ohio,1958,9599000
40000,Oklahoma,1958,2267000
41000,Oregon,1958,1718000
42000,Pennsylvania,1958,11058000
44000,Rhode Island,1958,858000
45000,South Carolina,1958,2304000
46000,South Dakota,1958,656000
47000,Tennessee,1958,3471000
48000,Texas,1958,9252000
49000,Utah,1958,845000
50000,Vermont,1958,380000
51000,Virginia,1958,3914000
53000,Washington,1958,2773000
54000,West Virginia,1958,1845000
55000,Wisconsin,1958,3843000
56000,Wyoming,1958,315000
91000,New England,1958,10219000
92000,Mideast,1958,37721000
93000,Great Lakes,1958,35578000
94000,Plains,1958,14994000
95000,Southeast,1958,37435000
96000,Southwest,1958,13598000
97000,Rocky Mountain,1958,4139000
98000,Far West,1958,20469000
Legend / Footnotes:,,1958,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1958,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1958,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1958,
,,1958,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1958,
0,United States,1959,177136000
1000,Alabama,1959,3204000
2000,Alaska ,1959,224000
4000,Arizona,1959,1261000
5000,Arkansas,1959,1756000
6000,California,1959,15467000
8000,Colorado,1959,1710000
9000,Connecticut,1959,2523000
10000,Delaware,1959,441000
11000,District of Columbia,1959,761000
12000,Florida,1959,4808000
13000,Georgia,1959,3868000
15000,Hawaii ,1959,622000
16000,Idaho,1959,657000
17000,Illinois,1959,9986000
18000,Indiana,1959,4613000
19000,Iowa,1959,2729000
20000,Kansas,1959,2160000
21000,Kentucky,1959,2999000
22000,Louisiana,1959,3208000
23000,Maine,1959,957000
24000,Maryland,1959,3066000
25000,Massachusetts,1959,5117000
26000,Michigan,1959,7767000
27000,Minnesota,1959,3366000
28000,Mississippi,1959,2138000
29000,Missouri,1959,4258000
30000,Montana,1959,669000
31000,Nebraska,1959,1397000
32000,Nevada,1959,279000
33000,New Hampshire,1959,596000
34000,New Jersey,1959,6015000
35000,New Mexico,1959,919000
36000,New York,1959,16685000
37000,North Carolina,1959,4458000
38000,North Dakota,1959,618000
39000,Ohio,1959,9671000
40000,Oklahoma,1959,2289000
41000,Oregon,1959,1746000
42000,Pennsylvania,1959,11234000
44000,Rhode Island,1959,857000
45000,South Carolina,1959,2348000
46000,South Dakota,1959,667000
47000,Tennessee,1959,3522000
48000,Texas,1959,9405000
49000,Utah,1959,870000
50000,Vermont,1959,387000
51000,Virginia,1959,3951000
53000,Washington,1959,2821000
54000,West Virginia,1959,1855000
55000,Wisconsin,1959,3891000
56000,Wyoming,1959,320000
91000,New England,1959,10437000
92000,Mideast,1959,38202000
93000,Great Lakes,1959,35928000
94000,Plains,1959,15195000
95000,Southeast,1959,38115000
96000,Southwest,1959,13874000
97000,Rocky Mountain,1959,4226000
98000,Far West,1959,21159000
Legend / Footnotes:,,1959,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1959,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1959,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1959,
,,1959,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1959,
0,United States,1960,179972000
1000,Alabama,1960,3274000
2000,Alaska ,1960,229000
4000,Arizona,1960,1321000
5000,Arkansas,1960,1789000
6000,California,1960,15870000
8000,Colorado,1960,1769000
9000,Connecticut,1960,2544000
10000,Delaware,1960,449000
11000,District of Columbia,1960,765000
12000,Florida,1960,5004000
13000,Georgia,1960,3956000
15000,Hawaii ,1960,642000
16000,Idaho,1960,671000
17000,Illinois,1960,10086000
18000,Indiana,1960,4674000
19000,Iowa,1960,2756000
20000,Kansas,1960,2183000
21000,Kentucky,1960,3041000
22000,Louisiana,1960,3260000
23000,Maine,1960,975000
24000,Maryland,1960,3113000
25000,Massachusetts,1960,5160000
26000,Michigan,1960,7834000
27000,Minnesota,1960,3425000
28000,Mississippi,1960,2182000
29000,Missouri,1960,4326000
30000,Montana,1960,679000
31000,Nebraska,1960,1417000
32000,Nevada,1960,291000
33000,New Hampshire,1960,609000
34000,New Jersey,1960,6103000
35000,New Mexico,1960,954000
36000,New York,1960,16838000
37000,North Carolina,1960,4573000
38000,North Dakota,1960,634000
39000,Ohio,1960,9734000
40000,Oklahoma,1960,2336000
41000,Oregon,1960,1772000
42000,Pennsylvania,1960,11329000
44000,Rhode Island,1960,855000
45000,South Carolina,1960,2392000
46000,South Dakota,1960,683000
47000,Tennessee,1960,3575000
48000,Texas,1960,9624000
49000,Utah,1960,900000
50000,Vermont,1960,389000
51000,Virginia,1960,3986000
53000,Washington,1960,2855000
54000,West Virginia,1960,1853000
55000,Wisconsin,1960,3962000
56000,Wyoming,1960,331000
91000,New England,1960,10532000
92000,Mideast,1960,38597000
93000,Great Lakes,1960,36290000
94000,Plains,1960,15424000
95000,Southeast,1960,38885000
96000,Southwest,1960,14235000
97000,Rocky Mountain,1960,4350000
98000,Far West,1960,21659000
Legend / Footnotes:,,1960,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1960,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1960,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1960,
,,1960,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1960,
0,United States,1961,182976000
1000,Alabama,1961,3316000
2000,Alaska ,1961,238000
4000,Arizona,1961,1407000
5000,Arkansas,1961,1806000
6000,California,1961,16497000
8000,Colorado,1961,1844000
9000,Connecticut,1961,2586000
10000,Delaware,1961,461000
11000,District of Columbia,1961,778000
12000,Florida,1961,5243000
13000,Georgia,1961,4015000
15000,Hawaii ,1961,659000
16000,Idaho,1961,684000
17000,Illinois,1961,10130000
18000,Indiana,1961,4730000
19000,Iowa,1961,2756000
20000,Kansas,1961,2215000
21000,Kentucky,1961,3054000
22000,Louisiana,1961,3287000
23000,Maine,1961,995000
24000,Maryland,1961,3176000
25000,Massachusetts,1961,5219000
26000,Michigan,1961,7893000
27000,Minnesota,1961,3470000
28000,Mississippi,1961,2206000
29000,Missouri,1961,4349000
30000,Montana,1961,696000
31000,Nebraska,1961,1446000
32000,Nevada,1961,315000
33000,New Hampshire,1961,618000
34000,New Jersey,1961,6265000
35000,New Mexico,1961,965000
36000,New York,1961,17061000
37000,North Carolina,1961,4663000
38000,North Dakota,1961,641000
39000,Ohio,1961,9854000
40000,Oklahoma,1961,2380000
41000,Oregon,1961,1787000
42000,Pennsylvania,1961,11392000
44000,Rhode Island,1961,858000
45000,South Carolina,1961,2409000
46000,South Dakota,1961,693000
47000,Tennessee,1961,3622000
48000,Texas,1961,9820000
49000,Utah,1961,936000
50000,Vermont,1961,390000
51000,Virginia,1961,4095000
53000,Washington,1961,2882000
54000,West Virginia,1961,1828000
55000,Wisconsin,1961,4009000
56000,Wyoming,1961,337000
91000,New England,1961,10666000
92000,Mideast,1961,39133000
93000,Great Lakes,1961,36616000
94000,Plains,1961,15570000
95000,Southeast,1961,39544000
96000,Southwest,1961,14572000
97000,Rocky Mountain,1961,4497000
98000,Far West,1961,22378000
Legend / Footnotes:,,1961,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1961,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1961,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1961,
,,1961,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1961,
0,United States,1962,185739000
1000,Alabama,1962,3323000
2000,Alaska ,1962,246000
4000,Arizona,1962,1471000
5000,Arkansas,1962,1853000
6000,California,1962,17072000
8000,Colorado,1962,1899000
9000,Connecticut,1962,2647000
10000,Delaware,1962,469000
11000,District of Columbia,1962,788000
12000,Florida,1962,5458000
13000,Georgia,1962,4086000
15000,Hawaii ,1962,684000
16000,Idaho,1962,692000
17000,Illinois,1962,10280000
18000,Indiana,1962,4736000
19000,Iowa,1962,2750000
20000,Kansas,1962,2231000
21000,Kentucky,1962,3079000
22000,Louisiana,1962,3345000
23000,Maine,1962,994000
24000,Maryland,1962,3263000
25000,Massachusetts,1962,5263000
26000,Michigan,1962,7933000
27000,Minnesota,1962,3513000
28000,Mississippi,1962,2243000
29000,Missouri,1962,4357000
30000,Montana,1962,698000
31000,Nebraska,1962,1464000
32000,Nevada,1962,352000
33000,New Hampshire,1962,632000
34000,New Jersey,1962,6376000
35000,New Mexico,1962,979000
36000,New York,1962,17301000
37000,North Carolina,1962,4707000
38000,North Dakota,1962,637000
39000,Ohio,1962,9929000
40000,Oklahoma,1962,2427000
41000,Oregon,1962,1818000
42000,Pennsylvania,1962,11355000
44000,Rhode Island,1962,871000
45000,South Carolina,1962,2423000
46000,South Dakota,1962,705000
47000,Tennessee,1962,3673000
48000,Texas,1962,10053000
49000,Utah,1962,958000
50000,Vermont,1962,393000
51000,Virginia,1962,4180000
53000,Washington,1962,2942000
54000,West Virginia,1962,1809000
55000,Wisconsin,1962,4049000
56000,Wyoming,1962,333000
91000,New England,1962,10800000
92000,Mideast,1962,39552000
93000,Great Lakes,1962,36927000
94000,Plains,1962,15657000
95000,Southeast,1962,40179000
