state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
florida,1984,1.46,0.4,1.23,3.09,346.0740741,79.37984496,255.377129,659.2
florida,1983,1.55,0.39,1.22,3.16,367.4074074,77.39534884,253.3008921,674.1333333
florida,1982,1.54,0.4,1.32,3.26,365.037037,79.37984496,274.0632603,695.4666667
florida,1981,1.54,0.39,1.37,3.3,365.037037,77.39534884,284.4444444,704
florida,1980,1.4,0.37,1.41,3.18,331.8518519,73.42635659,292.7493917,678.4
florida,1979,1.38,0.34,1.41,3.14,327.1111111,67.47286822,292.7493917,669.8666667
florida,1978,1.34,0.32,1.4,3.07,317.6296296,63.50387597,290.6731549,654.9333333
florida,1977,1.27,0.31,1.4,2.99,301.037037,61.51937984,290.6731549,637.8666667
georgia,2018,0.95,0.25,0.7,1.9,225.1851852,49.6124031,145.3365775,405.3333333
georgia,2017,0.98,0.25,0.7,1.93,232.2962963,49.6124031,145.3365775,411.7333333
georgia,2016,0.99,0.25,0.7,1.95,234.6666667,49.6124031,145.3365775,416
georgia,2015,1.01,0.25,0.69,1.95,239.4074074,49.6124031,143.2603406,416
georgia,2014,1.02,0.25,0.69,1.97,241.7777778,49.6124031,143.2603406,420.2666667
georgia,2013,1.03,0.25,0.69,1.98,244.1481481,49.6124031,143.2603406,422.4
georgia,2012,1.06,0.25,0.68,1.99,251.2592593,49.6124031,141.1841038,424.5333333
georgia,2011,1.06,0.25,0.67,1.98,251.2592593,49.6124031,139.107867,422.4
georgia,2010,1.08,0.25,0.65,1.98,256,49.6124031,134.9553933,422.4
georgia,2009,1.11,0.25,0.65,2.01,263.1111111,49.6124031,134.9553933,428.8
georgia,2008,1.16,0.25,0.65,2.06,274.962963,49.6124031,134.9553933,439.4666667
georgia,2007,1.19,0.26,0.65,2.1,282.0740741,51.59689922,134.9553933,448
georgia,2006,1.19,0.26,0.65,2.1,282.0740741,51.59689922,134.9553933,448
georgia,2005,1.17,0.26,0.64,2.07,277.3333333,51.59689922,132.8791565,441.6
georgia,2004,1.19,0.27,0.65,2.11,282.0740741,53.58139535,134.9553933,450.1333333
georgia,2003,1.2,0.26,0.66,2.13,284.4444444,51.59689922,137.0316302,454.4
georgia,2002,1.21,0.26,0.66,2.13,286.8148148,51.59689922,137.0316302,454.4
georgia,2001,1.2,0.25,0.65,2.11,284.4444444,49.6124031,134.9553933,450.1333333
georgia,2000,1.21,0.25,0.69,2.16,286.8148148,49.6124031,143.2603406,460.8
georgia,1999,1.23,0.25,0.7,2.18,291.5555556,49.6124031,145.3365775,465.0666667
georgia,1998,1.22,0.23,0.7,2.15,289.1851852,45.64341085,145.3365775,458.6666667
georgia,1997,1.2,0.23,0.7,2.13,284.4444444,45.64341085,145.3365775,454.4
georgia,1996,1.24,0.24,0.71,2.18,293.9259259,47.62790698,147.4128143,465.0666667
georgia,1995,1.21,0.21,0.7,2.12,286.8148148,41.6744186,145.3365775,452.2666667
georgia,1994,1.17,0.21,0.77,2.14,277.3333333,41.6744186,159.8702352,456.5333333
georgia,1993,1.23,0.2,0.77,2.2,291.5555556,39.68992248,159.8702352,469.3333333
georgia,1992,1.22,0.21,0.79,2.23,289.1851852,41.6744186,164.0227088,475.7333333
georgia,1991,1.16,0.22,0.78,2.17,274.962963,43.65891473,161.946472,462.9333333
georgia,1990,1.22,0.23,0.86,2.31,289.1851852,45.64341085,178.5563666,492.8
georgia,1989,1.18,0.24,0.94,2.36,279.7037037,47.62790698,195.1662612,503.4666667
georgia,1988,1.21,0.26,0.92,2.39,286.8148148,51.59689922,191.0137875,509.8666667
georgia,1987,1.21,0.27,1,2.48,286.8148148,53.58139535,207.6236821,529.0666667
georgia,1986,1.21,0.27,0.94,2.43,286.8148148,53.58139535,195.1662612,518.4
georgia,1985,1.17,0.25,1.01,2.44,277.3333333,49.6124031,209.6999189,520.5333333
georgia,1984,1.18,0.24,1.06,2.48,279.7037037,47.62790698,220.081103,529.0666667
georgia,1983,1.14,0.22,1.06,2.42,270.2222222,43.65891473,220.081103,516.2666667
georgia,1982,1.12,0.21,1.04,2.36,265.4814815,41.6744186,215.9286294,503.4666667
georgia,1981,1.1,0.18,1.09,2.38,260.7407407,35.72093023,226.3098135,507.7333333
georgia,1980,1.06,0.19,1.08,2.33,251.2592593,37.70542636,224.2335766,497.0666667
georgia,1979,1.11,0.18,1.16,2.44,263.1111111,35.72093023,240.8434712,520.5333333
georgia,1978,1.09,0.18,1.21,2.48,258.3703704,35.72093023,251.2246553,529.0666667
georgia,1977,1.03,0.15,1.19,2.37,244.1481481,29.76744186,247.0721817,505.6
hawaii,2018,1.28,0.59,0.79,2.66,303.4074074,117.0852713,164.0227088,567.4666667
hawaii,2017,1.29,0.58,0.79,2.66,305.7777778,115.1007752,164.0227088,567.4666667
hawaii,2016,1.29,0.57,0.78,2.64,305.7777778,113.1162791,161.946472,563.2
hawaii,2015,1.28,0.56,0.77,2.61,303.4074074,111.1317829,159.8702352,556.8
hawaii,2014,1.27,0.54,0.77,2.59,301.037037,107.1627907,159.8702352,552.5333333
hawaii,2013,1.25,0.54,0.76,2.56,296.2962963,107.1627907,157.7939984,546.1333333
hawaii,2012,1.25,0.53,0.75,2.53,296.2962963,105.1782946,155.7177616,539.7333333
hawaii,2011,1.25,0.53,0.73,2.51,296.2962963,105.1782946,151.5652879,535.4666667
hawaii,2010,1.25,0.52,0.71,2.48,296.2962963,103.1937984,147.4128143,529.0666667
hawaii,2009,1.27,0.51,0.71,2.49,301.037037,101.2093023,147.4128143,531.2
hawaii,2008,1.33,0.51,0.72,2.56,315.2592593,101.2093023,149.4890511,546.1333333
hawaii,2007,1.3,0.48,0.77,2.55,308.1481481,95.25581395,159.8702352,544
hawaii,2006,1.28,0.47,0.77,2.52,303.4074074,93.27131783,159.8702352,537.6
hawaii,2005,1.3,0.45,0.72,2.47,308.1481481,89.30232558,149.4890511,526.9333333
hawaii,2004,1.38,0.43,0.7,2.5,327.1111111,85.33333333,145.3365775,533.3333333
hawaii,2003,1.3,0.42,0.66,2.38,308.1481481,83.34883721,137.0316302,507.7333333
hawaii,2002,1.27,0.39,0.62,2.28,301.037037,77.39534884,128.7266829,486.4
hawaii,2001,1.3,0.38,0.6,2.28,308.1481481,75.41085271,124.5742092,486.4
hawaii,2000,1.33,0.39,0.6,2.32,315.2592593,77.39534884,124.5742092,494.9333333
hawaii,1999,1.31,0.39,0.56,2.26,310.5185185,77.39534884,116.269262,482.1333333
hawaii,1998,1.32,0.37,0.54,2.22,312.8888889,73.42635659,112.1167883,473.6
hawaii,1997,1.38,0.4,0.56,2.33,327.1111111,79.37984496,116.269262,497.0666667
hawaii,1996,1.4,0.36,0.58,2.34,331.8518519,71.44186047,120.4217356,499.2
hawaii,1995,1.41,0.34,0.57,2.32,334.2222222,67.47286822,118.3454988,494.9333333
hawaii,1994,1.46,0.38,0.62,2.46,346.0740741,75.41085271,128.7266829,524.8
hawaii,1993,1.49,0.37,0.65,2.51,353.1851852,73.42635659,134.9553933,535.4666667
hawaii,1992,1.55,0.39,0.69,2.63,367.4074074,77.39534884,143.2603406,561.0666667
hawaii,1991,1.57,0.4,0.7,2.67,372.1481481,79.37984496,145.3365775,569.6
hawaii,1990,1.64,0.4,0.79,2.84,388.7407407,79.37984496,164.0227088,605.8666667
hawaii,1989,1.56,0.43,0.8,2.79,369.7777778,85.33333333,166.0989457,595.2
hawaii,1988,1.64,0.45,0.8,2.89,388.7407407,89.30232558,166.0989457,616.5333333
hawaii,1987,1.59,0.41,0.77,2.76,376.8888889,81.36434109,159.8702352,588.8
hawaii,1986,1.61,0.44,0.86,2.91,381.6296296,87.31782946,178.5563666,620.8
hawaii,1985,1.61,0.42,0.88,2.91,381.6296296,83.34883721,182.7088402,620.8
hawaii,1984,1.66,0.41,0.92,2.99,393.4814815,81.36434109,191.0137875,637.8666667
hawaii,1983,1.89,0.44,1.13,3.45,448,87.31782946,234.6147607,736
hawaii,1982,1.8,0.48,1.14,3.41,426.6666667,95.25581395,236.6909976,727.4666667
hawaii,1981,1.74,0.44,1.16,3.34,412.4444444,87.31782946,240.8434712,712.5333333
hawaii,1980,1.64,0.46,1.2,3.3,388.7407407,91.28682171,249.1484185,704
hawaii,1979,1.51,0.42,1.21,3.14,357.9259259,83.34883721,251.2246553,669.8666667
hawaii,1978,1.33,0.44,1.25,3.02,315.2592593,87.31782946,259.5296026,644.2666667
hawaii,1977,1.55,0.35,1.21,3.11,367.4074074,69.45736434,251.2246553,663.4666667
idaho,2018,0.9,1.21,0.83,2.94,213.3333333,240.124031,172.3276561,627.2
idaho,2017,0.9,1.19,0.82,2.91,213.3333333,236.1550388,170.2514193,620.8
idaho,2016,0.92,1.19,0.81,2.92,218.0740741,236.1550388,168.1751825,622.9333333
idaho,2015,0.94,1.14,0.79,2.87,222.8148148,226.2325581,164.0227088,612.2666667
idaho,2014,0.93,1.12,0.77,2.82,220.4444444,222.2635659,159.8702352,601.6
idaho,2013,0.96,1.08,0.77,2.81,227.5555556,214.3255814,159.8702352,599.4666667
idaho,2012,0.98,1.02,0.77,2.77,232.2962963,202.4186047,159.8702352,590.9333333
idaho,2011,1,0.92,0.73,2.65,237.037037,182.5736434,151.5652879,565.3333333
idaho,2010,1.06,0.9,0.72,2.68,251.2592593,178.6046512,149.4890511,571.7333333
idaho,2009,1.05,0.91,0.7,2.67,248.8888889,180.5891473,145.3365775,569.6
idaho,2008,1.15,0.81,0.69,2.64,272.5925926,160.744186,143.2603406,563.2
idaho,2007,1.17,0.73,0.67,2.58,277.3333333,144.8682171,139.107867,550.4
idaho,2006,1.14,0.74,0.65,2.53,270.2222222,146.8527132,134.9553933,539.7333333
idaho,2005,1.11,0.74,0.61,2.45,263.1111111,146.8527132,126.6504461,522.6666667
idaho,2004,1.14,0.72,0.57,2.43,270.2222222,142.8837209,118.3454988,518.4
idaho,2003,1.15,0.65,0.55,2.35,272.5925926,128.9922481,114.1930251,501.3333333
idaho,2002,1.16,0.64,0.53,2.33,274.962963,127.0077519,110.0405515,497.0666667
idaho,2001,1.14,0.63,0.53,2.3,270.2222222,125.0232558,110.0405515,490.6666667
idaho,2000,1.13,0.65,0.52,2.3,267.8518519,128.9922481,107.9643147,490.6666667
idaho,1999,1.09,0.68,0.52,2.29,258.3703704,134.9457364,107.9643147,488.5333333
idaho,1998,1.15,0.33,0.51,1.99,272.5925926,65.48837209,105.8880779,424.5333333
idaho,1997,1.11,0.32,0.52,1.95,263.1111111,63.50387597,107.9643147,416
idaho,1996,1.13,0.3,0.52,1.96,267.8518519,59.53488372,107.9643147,418.1333333
idaho,1995,1.18,0.3,0.54,2.01,279.7037037,59.53488372,112.1167883,428.8
idaho,1994,1.24,0.35,0.53,2.12,293.9259259,69.45736434,110.0405515,452.2666667
idaho,1993,1.26,0.29,0.55,2.11,298.6666667,57.5503876,114.1930251,450.1333333
idaho,1992,1.32,0.31,0.57,2.2,312.8888889,61.51937984,118.3454988,469.3333333
idaho,1991,1.31,0.32,0.56,2.19,310.5185185,63.50387597,116.269262,467.2
idaho,1990,1.36,0.33,0.58,2.27,322.3703704,65.48837209,120.4217356,484.2666667
idaho,1989,1.27,0.31,0.57,2.16,301.037037,61.51937984,118.3454988,460.8
idaho,1988,1.28,0.37,0.59,2.24,303.4074074,73.42635659,122.4979724,477.8666667
idaho,1987,1.33,0.39,0.59,2.31,315.2592593,77.39534884,122.4979724,492.8
idaho,1986,1.36,0.39,0.62,2.37,322.3703704,77.39534884,128.7266829,505.6
idaho,1985,1.36,0.36,0.71,2.43,322.3703704,71.44186047,147.4128143,518.4
idaho,1984,1.41,0.31,0.72,2.45,334.2222222,61.51937984,149.4890511,522.6666667
idaho,1983,1.45,0.3,0.77,2.52,343.7037037,59.53488372,159.8702352,537.6
idaho,1982,1.45,0.3,0.81,2.57,343.7037037,59.53488372,168.1751825,548.2666667
idaho,1981,1.54,0.33,0.83,2.69,365.037037,65.48837209,172.3276561,573.8666667
idaho,1980,1.53,0.3,0.77,2.59,362.6666667,59.53488372,159.8702352,552.5333333
idaho,1979,1.51,0.27,0.82,2.6,357.9259259,53.58139535,170.2514193,554.6666667
idaho,1978,1.46,0.25,0.78,2.5,346.0740741,49.6124031,161.946472,533.3333333
idaho,1977,1.47,0.22,0.78,2.47,348.4444444,43.65891473,161.946472,526.9333333
illinois,2018,1.08,0.45,0.85,2.39,256,89.30232558,176.4801298,509.8666667
illinois,2017,1.1,0.45,0.83,2.38,260.7407407,89.30232558,172.3276561,507.7333333
illinois,2016,1.12,0.43,0.77,2.31,265.4814815,85.33333333,159.8702352,492.8
illinois,2015,1.12,0.43,0.8,2.36,265.4814815,85.33333333,166.0989457,503.4666667
illinois,2014,1.12,0.42,0.78,2.32,265.4814815,83.34883721,161.946472,494.9333333
illinois,2013,1.13,0.42,0.77,2.33,267.8518519,83.34883721,159.8702352,497.0666667
illinois,2012,1.15,0.43,0.77,2.35,272.5925926,85.33333333,159.8702352,501.3333333
illinois,2011,1.19,0.41,0.75,2.35,282.0740741,81.36434109,155.7177616,501.3333333
illinois,2010,1.22,0.4,0.74,2.35,289.1851852,79.37984496,153.6415247,501.3333333
illinois,2009,1.24,0.39,0.73,2.36,293.9259259,77.39534884,151.5652879,503.4666667
illinois,2008,1.23,0.38,0.74,2.34,291.5555556,75.41085271,153.6415247,499.2
illinois,2007,1.24,0.41,0.74,2.38,293.9259259,81.36434109,153.6415247,507.7333333
illinois,2006,1.24,0.37,0.74,2.35,293.9259259,73.42635659,153.6415247,501.3333333
illinois,2005,1.23,0.34,0.71,2.29,291.5555556,67.47286822,147.4128143,488.5333333
illinois,2004,1.24,0.32,0.67,2.22,293.9259259,63.50387597,139.107867,473.6
illinois,2003,1.26,0.35,0.74,2.36,298.6666667,69.45736434,153.6415247,503.4666667
illinois,2002,1.28,0.33,0.65,2.26,303.4074074,65.48837209,134.9553933,482.1333333
illinois,2001,1.27,0.32,0.68,2.28,301.037037,63.50387597,141.1841038,486.4
illinois,2000,1.28,0.32,0.63,2.24,303.4074074,63.50387597,130.8029197,477.8666667
illinois,1999,1.29,0.33,0.66,2.27,305.7777778,65.48837209,137.0316302,484.2666667
